column1,enrollments,h1,institution,language,level,pace,price,subject,time_duration,url,video_transcript
60,"20,388",Introducción a Power BI para los negocios,UPValenciaX,Español,Introductory,Self-paced - Progress at your own speed,4040,Data Analysis & Statistics,4 weeks - 4–5 hours per week,https://www.edx.org/course/introduccion-a-power-bi-para-los-negocios?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=13&results_level=second-level-results&search_index=product&term=&campaign=Introducci%C3%B3n+a+Power+BI+para+los+negocios&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
61,"35,514",Excel for Everyone: Data Management,UBCx,English,Intermediate,Self-paced - Progress at your own speed,12286,Data Analysis & Statistics,6 weeks - 2–4 hours per week,https://www.edx.org/course/excel-for-everyone-data-management?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=14&results_level=second-level-results&search_index=product&term=&campaign=Excel+for+Everyone%3A+Data+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
62,"1,34,049",Leading With Effective Communication (Inclusive Leadership Training),CatalystX,English,Introductory,Self-paced - Progress at your own speed,4040,Communication,4 weeks - 1–2 hours per week,https://www.edx.org/course/leading-with-effective-communication-inclusive-lea?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=15&results_level=second-level-results&search_index=product&term=&campaign=Leading+With+Effective+Communication+%28Inclusive+Leadership+Training%29&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
63,"61,359",Italian Language and Culture: Intermediate (2023-2024),WellesleyX,Italiano,Intermediate,Self-paced - Progress at your own speed,4040,Language,12 weeks - 3–5 hours per week,https://www.edx.org/course/italian-language-and-culture-intermediate-2023-2024?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=16&results_level=second-level-results&search_index=product&term=&campaign=Italian+Language+and+Culture%3A+Intermediate+%282023-2024%29&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Italiano
64,"1,00,859",High-Dimensional Data Analysis,HarvardX,English,Advanced,Self-paced - Progress at your own speed,12286,Data Analysis & Statistics,4 weeks - 2–4 hours per week,https://www.edx.org/course/high-dimensional-data-analysis?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=17&results_level=second-level-results&search_index=product&term=&campaign=High-Dimensional+Data+Analysis&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
65,"1,70,551",The Health Effects of Climate Change,HarvardX,English,Introductory,Self-paced - Progress at your own speed,12286,Environmental Studies,7 weeks - 3–5 hours per week,https://www.edx.org/course/the-health-effects-of-climate-change?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=18&results_level=second-level-results&search_index=product&term=&campaign=The+Health+Effects+of+Climate+Change&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
395,"27,130",AP® Psychology - Course 3: How the Mind Works,UBCx,English,Introductory,Self-paced - Progress at your own speed,4040,Social Sciences,4 weeks - 8–12 hours per week,https://www.edx.org/course/apr-psychology-part-3-how-mind-works-ubcx-psyc-3x, English
66,"1,02,933",Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,MITx,English,Introductory,Self-paced - Progress at your own speed,4040,Engineering,8 weeks - 3–4 hours per week,https://www.edx.org/course/introduction-to-aerospace-engineering-astronautics?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=19&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Aerospace+Engineering%3A+Astronautics+and+Human+Spaceflight&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
67,"69,782",Finance for Everyone: Smart Tools for Decision-Making,MichiganX,English,Introductory,Self-paced - Progress at your own speed,4040,Business & Management,6 weeks - 5–6 hours per week,https://www.edx.org/course/finance-for-everyone-smart-tools-for-decision-ma-2?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=20&results_level=second-level-results&search_index=product&term=&campaign=Finance+for+Everyone%3A+Smart+Tools+for+Decision-Making&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
68,"1,17,099",Introduction to Cloud Infrastructure Technologies,LinuxFoundationX,English,Introductory,Self-paced - Progress at your own speed,12286,Computer Science,14 weeks - 3–4 hours per week,https://www.edx.org/course/introduction-to-cloud-infrastructure-technologies?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=21&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Cloud+Infrastructure+Technologies&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
69,"1,14,409","Fundamentals of Neuroscience, Part 3: The Brain",HarvardX,English,Introductory,Self-paced - Progress at your own speed,13935,Biology & Life Sciences,8 weeks - 3–5 hours per week,https://www.edx.org/course/fundamentals-of-neuroscience-part-3-the-brain?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=22&results_level=second-level-results&search_index=product&term=&campaign=Fundamentals+of+Neuroscience%2C+Part+3%3A+The+Brain&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
70,"87,364",Innovating in Health Care,HarvardX,English,Intermediate,Self-paced - Progress at your own speed,13935,Business & Management,9 weeks - 6–8 hours per week,https://www.edx.org/course/innovating-in-health-care-2?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=23&results_level=second-level-results&search_index=product&term=&campaign=Innovating+in+Health+Care&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
71,"86,368",Accounting Essentials,ImperialBusinessX,English,Introductory,Self-paced - Progress at your own speed,6514,ImperialX,6 weeks - 3–5 hours per week,https://www.edx.org/course/accounting-essentials?index=product&queryID=066832ca978927939be6e8bdf9509a6e&position=24&results_level=second-level-results&search_index=product&term=&campaign=Accounting+Essentials&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
72,"66,302",Medical Terminology,DoaneX,English,Introductory,Self-paced - Progress at your own speed,8163,Biology & Life Sciences,8 weeks - 5–10 hours per week,https://www.edx.org/course/medical-terminology?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=1&results_level=second-level-results&search_index=product&term=&campaign=Medical+Terminology&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
73,"47,701",Sustainable Building Design,MITx,English,Intermediate,Instructor-paced - Instructor led on a course schedule,16409,Architecture,13 weeks - 8–10 hours per week,https://www.edx.org/course/environmental-technologies-in-buildings?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=2&results_level=second-level-results&search_index=product&term=&campaign=Sustainable+Building+Design&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
74,"1,48,904",People Management,IIMBx,English,Introductory,Self-paced - Progress at your own speed,12369,Business & Management,6 weeks - 2–4 hours per week,https://www.edx.org/course/people-management?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=3&results_level=second-level-results&search_index=product&term=&campaign=People+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
75,"91,720",Fat Chance: Probability from the Ground Up,HarvardX,English,Introductory,Self-paced - Progress at your own speed,8163,Math,7 weeks - 3–5 hours per week,https://www.edx.org/course/fat-chance-probability-from-the-ground-up-2?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=4&results_level=second-level-results&search_index=product&term=&campaign=Fat+Chance%3A+Probability+from+the+Ground+Up&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
76,"24,606",Digital Marketing Analytics: Tools and Techniques,UMD,English,Introductory,Self-paced - Progress at your own speed,16409,USMx,4 weeks - 3–5 hours per week,https://www.edx.org/course/digital-marketing-analytics-tools-and-techniques?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=5&results_level=second-level-results&search_index=product&term=&campaign=Digital+Marketing+Analytics%3A+Tools+and+Techniques&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
77,"17,676",Quantum Mechanics for Scientists and Engineers 1,StanfordOnline,English,Introductory,Self-paced - Progress at your own speed,10637,Engineering,9 weeks - 5–10 hours per week,https://www.edx.org/course/quantum-mechanics-for-scientists-and-engineers-1?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=6&results_level=second-level-results&search_index=product&term=&campaign=Quantum+Mechanics+for+Scientists+and+Engineers+1&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
78,"18,114",Introducción a Linux,LinuxFoundationX,Español,Introductory,Self-paced - Progress at your own speed,4040,UPValenciaX,14 weeks - 5–7 hours per week,https://www.edx.org/course/introduccion-a-linux?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=7&results_level=second-level-results&search_index=product&term=&campaign=Introducci%C3%B3n+a+Linux&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
79,"49,841",Product Management Fundamentals,UMD,English,Introductory,Self-paced - Progress at your own speed,16409,USMx,4 weeks - 2–3 hours per week,https://www.edx.org/course/product-management-fundamentals?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=8&results_level=second-level-results&search_index=product&term=&campaign=Product+Management+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
80,"1,07,002",Introduction To Music Theory,BerkleeX,English,Introductory,Self-paced - Progress at your own speed,4040,Humanities,6 weeks - 3–5 hours per week,https://www.edx.org/course/introduction-to-music-theory-2?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=9&results_level=second-level-results&search_index=product&term=&campaign=Introduction+To+Music+Theory&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
81,"45,843",Análisis estadístico con Excel,GalileoX,Español,Introductory,Self-paced - Progress at your own speed,4040,Data Analysis & Statistics,4 weeks - 3–5 hours per week,https://www.edx.org/course/analisis-estadistico-con-excel?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=10&results_level=second-level-results&search_index=product&term=&campaign=An%C3%A1lisis+estad%C3%ADstico+con+Excel&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
82,"3,52,743",Conversational English Skills | 生活英语听说,TsinghuaX,English,Introductory,Self-paced - Progress at your own speed,13935,Communication,10 weeks - 2–4 hours per week,https://www.edx.org/course/conversational-english-skills?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=11&results_level=second-level-results&search_index=product&term=&campaign=Conversational+English+Skills+%7C+%E7%94%9F%E6%B4%BB%E8%8B%B1%E8%AF%AD%E5%90%AC%E8%AF%B4&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
83,"68,889",Entrepreneurship 101: Who is your customer?,MITx,English,Introductory,Self-paced - Progress at your own speed,4040,Business & Management,10 weeks - 2–4 hours per week,https://www.edx.org/course/entrepreneurship-101-who-is-your-customer?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=12&results_level=second-level-results&search_index=product&term=&campaign=Entrepreneurship+101%3A+Who+is+your+customer%3F&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
84,"7,157",Human Anatomy and Physiology I,SNHUx,English,Introductory,Self-paced - Progress at your own speed,41064,Biology & Life Sciences,10 weeks - 10–15 hours per week,https://www.edx.org/course/human-anatomy-physiology-i?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=13&results_level=second-level-results&search_index=product&term=&campaign=Human+Anatomy+and+Physiology+I&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
85,"3,98,601",HTML5 and CSS Fundamentals,W3Cx,English,Introductory,Self-paced - Progress at your own speed,16409,Computer Science,6 weeks - 4–6 hours per week,https://www.edx.org/course/html5-and-css-fundamentals?index=product&queryID=16feeb27caf90a919dd1cbb65188d2e4&position=14&results_level=second-level-results&search_index=product&term=&campaign=HTML5+and+CSS+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
